Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	
HA	KM438084	No	4	1701	H3N2	11/04/2005	IRD:Human	Canada	-N/A-	05-06	A/Quebec/26-041105/2005	
HA	KM438086	No	4	1701	H3N2	11/04/2005	IRD:Human	Canada	-N/A-	05-06	A/Quebec/26-041105/2005	
HA	KM438085	No	4	1701	H3N2	06/07/2005	IRD:Human	Canada	-N/A-	-N/A-	A/Quebec/26-070605/2005	
HA	KM438083	Yes	4	1701	H3N2	06/10/2005	IRD:Human	Canada	-N/A-	-N/A-	A/Quebec/26-100605/2005	
HA	KM438089	Yes	4	1701	H3N2	11/15/2005	IRD:Human	Canada	-N/A-	05-06	A/Quebec/26-151105/2005	
HA	KM438088	Yes	4	1701	H3N2	12/19/2006	IRD:Human	Canada	-N/A-	06-07	A/Quebec/26-191206/2006	
HA	KM438082	Yes	4	1701	H3N2	04/22/2005	IRD:Human	Canada	-N/A-	04-05	A/Quebec/26-220405/2005	
HA	KM438093	Yes	4	1701	H3N2	01/27/2006	IRD:Human	Canada	-N/A-	05-06	A/Quebec/26-270106/2006	
HA	KM438087	Yes	4	1701	H3N2	11/28/2006	IRD:Human	Canada	-N/A-	06-07	A/Quebec/26-281106/2006	
HA	KM438092	Yes	4	1701	H3N2	01/31/2006	IRD:Human	Canada	-N/A-	05-06	A/Quebec/26-310106/2006	
HA	KF761511	No	4	1701	H3N2	02/20/2013	IRD:Human	Canada	-N/A-	12-13	A/Quebec/26/2013	
HA	KF761512	No	4	1701	H3N2	03/07/2013	IRD:Human	Canada	-N/A-	12-13	A/Quebec/27/2013	
HA	KF761513	No	4	1701	H3N2	03/09/2013	IRD:Human	Canada	-N/A-	12-13	A/Quebec/28/2013	
HA	KP701651	No	4	1701	H3N2	11/11/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/35/2014	
HA	KP701652	No	4	1705	H3N2	11/20/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/36/2014	
HA	KU729492	No	4	1701	H3N2	12/04/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/41/2014	
HA	KP701654	No	4	1701	H3N2	12/08/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/44/2014	
HA	KP701655	No	4	1701	H3N2	12/08/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/45/2014	
HA	KU729491	No	4	1701	H3N2	12/09/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/46/2014	
HA	KU729494	No	4	1701	H3N2	12/08/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/47/2014	
HA	KP701656	No	4	1701	H3N2	12/09/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/50/2014	
HA	KP701657	No	4	1701	H3N2	12/10/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/53/2014	
HA	KP701658	No	4	1701	H3N2	12/10/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/54/2014	
HA	KP701659	No	4	1701	H3N2	12/10/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/55/2014	
HA	KP701661	No	4	1701	H3N2	12/10/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/57/2014	
HA	KP701662	No	4	1701	H3N2	12/10/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/58/2014	
HA	KP701663	No	4	1701	H3N2	12/10/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/59/2014	
HA	KP701664	No	4	1701	H3N2	12/12/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/60/2014	
HA	KP701665	No	4	1701	H3N2	12/11/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/61/2014	
HA	KP701666	No	4	1701	H3N2	12/14/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/63/2014	
HA	KP701668	No	4	1701	H3N2	12/12/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/65/2014	
HA	KP701669	No	4	1701	H3N2	12/12/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/66/2014	
HA	KP701670	No	4	1701	H3N2	12/14/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/68/2014	
HA	KU729493	No	4	1701	H3N2	12/14/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/69/2014	
HA	KP701671	No	4	1701	H3N2	12/13/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/71/2014	
HA	KP701672	No	4	1701	H3N2	12/15/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/74/2014	
HA	KP701673	No	4	1701	H3N2	12/17/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/76/2014	
HA	KF685747	No	4	1701	H3N2	01/30/2013	IRD:Human	Canada	-N/A-	12-13	A/Quebec/8118/2013	
HA	KP701682	No	4	1706	H3N2	12/17/2014	IRD:Human	Canada	-N/A-	14-15	A/Quebec/86/2014	
HA	CY017259	Yes	4	1718	H3N2	09/15/2000	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/1/2000	
HA	CY020309	Yes	4	1719	H3N2	2000	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/10/2000	
HA	CY017483	Yes	4	1721	H3N2	08/11/2001	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/11/2001	
HA	CY017491	Yes	4	1721	H3N2	08/24/2001	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/12/2001	
HA	CY018957	Yes	4	1714	H3N2	09/03/2001	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/14/2001	
HA	CY017499	Yes	4	1719	H3N2	09/13/2001	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/15/2001	
HA	CY017507	Yes	4	1723	H3N2	08/17/2001	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/16/2001	
HA	CY017627	Yes	4	1710	H3N2	08/24/2001	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/17/2001	
HA	CY017515	Yes	4	1722	H3N2	08/24/2001	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/18/2001	
HA	CY017893	Yes	4	1721	H3N2	07/14/2001	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/19/2001	
HA	CY017443	Yes	4	1721	H3N2	07/16/2000	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/2/2000	
HA	CY017523	Yes	4	1718	H3N2	08/05/2001	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/20/2001	
HA	CY017531	Yes	4	1710	H3N2	07/26/2002	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/21/2002	
HA	CY017901	Yes	4	1718	H3N2	07/15/2002	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/22/2002	
HA	CY017539	Yes	4	1719	H3N2	08/13/2002	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/23/2002	
HA	CY017547	Yes	4	1718	H3N2	07/25/2002	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/24/2002	
HA	CY017555	Yes	4	1718	H3N2	08/06/2002	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/26/2002	
HA	CY017909	Yes	4	1721	H3N2	08/13/2002	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/27/2002	
HA	CY017917	Yes	4	1713	H3N2	08/12/2002	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/28/2002	
HA	CY017925	Yes	4	1711	H3N2	08/17/2002	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/29/2002	
HA	CY017451	Yes	4	1721	H3N2	09/04/2000	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/3/2000	
HA	CY018965	Yes	4	1721	H3N2	08/23/2002	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/30/2002	
HA	CY018973	Yes	4	1716	H3N2	08/12/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/31/2003	
HA	CY018981	Yes	4	1715	H3N2	08/20/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/32/2003	
HA	CY017563	Yes	4	1721	H3N2	08/25/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/33/2003	
HA	CY018989	Yes	4	1721	H3N2	08/25/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/34/2003	
HA	CY018997	Yes	4	1721	H3N2	07/27/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/35/2003	
HA	CY017571	Yes	4	1716	H3N2	08/10/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/36/2003	
HA	CY017933	Yes	4	1714	H3N2	08/19/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/37/2003	
HA	CY017941	Yes	4	1712	H3N2	09/03/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/38/2003	
HA	CY017579	Yes	4	1721	H3N2	09/11/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/39/2003	
HA	CY017267	Yes	4	1721	H3N2	09/05/2000	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/4/2000	
HA	CY017949	Yes	4	1716	H3N2	09/10/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/40/2003	
HA	CY019005	Yes	4	1727	H3N2	10/07/2004	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/41/2004	
HA	CY017957	No	4	1710	H3N2	10/13/2004	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/42/2004	
HA	CY017965	Yes	4	1713	H3N2	10/24/2004	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/43/2004	
HA	CY020029	Yes	4	1708	H3N2	10/09/2004	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/44/2004	
HA	CY020037	Yes	4	1723	H3N2	09/15/2004	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/45/2004	
HA	CY017973	Yes	4	1718	H3N2	10/09/2004	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/46/2004	
HA	CY017587	Yes	4	1721	H3N2	10/06/2004	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/47/2004	
HA	CY017595	Yes	4	1714	H3N2	09/30/2004	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/48/2004	
HA	CY017603	Yes	4	1716	H3N2	10/01/2004	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/49/2004	
HA	CY017459	Yes	4	1722	H3N2	08/13/2000	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/5/2000	
HA	CY020045	Yes	4	1716	H3N2	10/27/2004	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/50/2004	
HA	CY017981	Yes	4	1716	H3N2	07/12/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/51/2005	
HA	CY017989	Yes	4	1724	H3N2	07/22/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/52/2005	
HA	CY019013	Yes	4	1721	H3N2	07/26/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/53/2005	
HA	CY019021	Yes	4	1714	H3N2	08/11/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/54/2005	
HA	CY017611	Yes	4	1722	H3N2	08/02/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/55/2005	
HA	CY019029	Yes	4	1716	H3N2	08/16/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/56/2005	
HA	CY017619	Yes	4	1721	H3N2	08/22/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/57/2005	
HA	CY020493	Yes	4	1717	H3N2	2000	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/6/2000	
HA	CY019747	Yes	4	1716	H3N2	08/18/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/60/2005	
HA	CY017885	Yes	4	1724	H3N2	09/19/2000	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/7/2000	
HA	CY017467	Yes	4	1721	H3N2	09/20/2000	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/8/2000	
HA	CY017475	Yes	4	1724	H3N2	08/28/2000	IRD:Human	Australia	-N/A-	-N/A-	A/Queensland/9/2000	
HA	CY121800	Yes	4	1732	H3N2	2010	IRD:Human	USA	Rhode Island	-N/A-	A/Rhode Island/01/2010(H3N2)	
HA	KC535478	Yes	4	1701	H3N2	01/26/2010	IRD:Human	USA	Rhode Island	09-10	A/Rhode Island/01/2010(H3N2)	
HA	KC892323	No	4	1701	H3N2	01/30/2012	IRD:Human	USA	Rhode Island	11-12	A/Rhode Island/01/2012	
HA	KF789954	No	4	1701	H3N2	01/10/2013	IRD:Human	USA	Rhode Island	12-13	A/Rhode Island/02/2013	
HA	EU199372	No	4	1701	H3N2	05/17/2007	IRD:Human	USA	Rhode Island	06-07	A/Rhode Island/03/2007	
HA	KC882591	No	4	1701	H3N2	01/25/2011	IRD:Human	USA	Rhode Island	10-11	A/Rhode Island/03/2011	
HA	KC892514	No	4	1701	H3N2	03/07/2012	IRD:Human	USA	Rhode Island	11-12	A/Rhode Island/03/2012	
HA	KC882628	No	4	1701	H3N2	01/31/2011	IRD:Human	USA	Rhode Island	10-11	A/Rhode Island/04/2011	
HA	KC882502	No	4	1701	H3N2	03/03/2011	IRD:Human	USA	Rhode Island	10-11	A/Rhode Island/05/2011	
HA	KC893132	No	4	1701	H3N2	04/17/2012	IRD:Human	USA	Rhode Island	11-12	A/Rhode Island/05/2012	
HA	KM064519	No	4	1701	H3N2	02/10/2014	IRD:Human	USA	Rhode Island	13-14	A/Rhode Island/05/2014	
HA	KC883198	No	4	1701	H3N2	03/07/2011	IRD:Human	USA	Rhode Island	10-11	A/Rhode Island/06/2011	
HA	KC893054	No	4	1701	H3N2	04/17/2012	IRD:Human	USA	Rhode Island	11-12	A/Rhode Island/06/2012	
HA	KF789966	No	4	1701	H3N2	04/03/2013	IRD:Human	USA	Rhode Island	12-13	A/Rhode Island/06/2013	
HA	KM064352	No	4	1701	H3N2	03/13/2014	IRD:Human	USA	Rhode Island	13-14	A/Rhode Island/06/2014	
HA	KC882618	No	4	1701	H3N2	03/07/2011	IRD:Human	USA	Rhode Island	10-11	A/Rhode Island/07/2011	
HA	KC892667	No	4	1701	H3N2	04/18/2012	IRD:Human	USA	Rhode Island	11-12	A/Rhode Island/07/2012	
HA	KM064112	No	4	1701	H3N2	04/13/2014	IRD:Human	USA	Rhode Island	13-14	A/Rhode Island/07/2014	
HA	KF790224	No	4	1701	H3N2	11/06/2012	IRD:Human	USA	Rhode Island	12-13	A/Rhode Island/08/2012	
HA	CY264633	Yes	4	1737	H3N2	11/28/2012	IRD:Human	USA	Rhode Island	12-13	A/Rhode Island/09/2012	
HA	KY116967	Yes	4	1737	H3N2	11/28/2012	IRD:Human	USA	Rhode Island	12-13	A/Rhode Island/09/2012	
HA	KF789684	Yes	4	1701	H3N2	11/28/2012	IRD:Human	USA	Rhode Island	12-13	A/Rhode Island/09/2012	
HA	KT838362	Yes	4	1701	H3N2	11/30/2014	IRD:Human	USA	Rhode Island	14-15	A/Rhode Island/21/2014	
HA	KT840264	Yes	4	1701	H3N2	12/08/2014	IRD:Human	USA	Rhode Island	14-15	A/Rhode Island/22/2014	
HA	KT840438	Yes	4	1701	H3N2	12/19/2014	IRD:Human	USA	Rhode Island	14-15	A/Rhode Island/23/2014	
HA	CY095331	No	4	1722	H3N2	08/26/2005	IRD:Ring-Necked Duck/Avian	Canada	-N/A-	-N/A-	A/ring-necked duck/Ontario/15530/2005	
HA	KY925163	Yes	4	1762	H3N2	08/12/2013	IRD:Human	Brazil	-N/A-	-N/A-	A/Rio Grande/LACENRS-3171/2013	
HA	KC709818	No	4	1701	H3N2	10/01/2010	IRD:Human	Saudi Arabia	-N/A-	-N/A-	A/Riyadh/01/2010	
HA	KR611840	No	4	1701	H3N2	12/28/2010	IRD:Human	USA	New York	10-11	A/Rochester/0021/2010	
HA	KR611823	No	4	1701	H3N2	12/28/2010	IRD:Human	USA	New York	10-11	A/Rochester/0021/2010	
HA	KR611825	No	4	1701	H3N2	02/15/2011	IRD:Human	USA	New York	10-11	A/Rochester/0038/2011	
HA	KR611832	No	4	1701	H3N2	02/15/2011	IRD:Human	USA	New York	10-11	A/Rochester/0038/2011	
HA	KR611843	No	4	1701	H3N2	02/22/2011	IRD:Human	USA	New York	10-11	A/Rochester/0040/2011	
HA	KR611842	No	4	1701	H3N2	02/24/2011	IRD:Human	USA	New York	10-11	A/Rochester/0044/2011	
HA	KR611852	No	4	1701	H3N2	02/24/2011	IRD:Human	USA	New York	10-11	A/Rochester/0044/2011	
HA	KR611833	No	4	1701	H3N2	03/10/2011	IRD:Human	USA	New York	10-11	A/Rochester/0047/2011	
HA	KR611836	No	4	1701	H3N2	03/10/2011	IRD:Human	USA	New York	10-11	A/Rochester/0047/2011	
HA	KR611829	No	4	1701	H3N2	12/12/2012	IRD:Human	USA	New York	12-13	A/Rochester/0055/2012	
HA	KR611831	No	4	1701	H3N2	12/12/2012	IRD:Human	USA	New York	12-13	A/Rochester/0055/2012	
HA	KR611834	No	4	1701	H3N2	12/12/2012	IRD:Human	USA	New York	12-13	A/Rochester/0056/2012	
HA	KR611819	No	4	1701	H3N2	12/13/2012	IRD:Human	USA	New York	12-13	A/Rochester/0058/2012	
HA	KR611838	No	4	1701	H3N2	12/13/2012	IRD:Human	USA	New York	12-13	A/Rochester/0058/2012	
HA	KR611849	No	4	1701	H3N2	12/19/2012	IRD:Human	USA	New York	12-13	A/Rochester/0064/2012	
HA	KR611853	No	4	1701	H3N2	12/19/2012	IRD:Human	USA	New York	12-13	A/Rochester/0065/2012	
HA	KR611824	No	4	1701	H3N2	12/19/2012	IRD:Human	USA	New York	12-13	A/Rochester/0065/2012	
HA	KR611835	No	4	1701	H3N2	01/03/2013	IRD:Human	USA	New York	12-13	A/Rochester/0068/2013	
HA	KR611826	No	4	1701	H3N2	01/10/2013	IRD:Human	USA	New York	12-13	A/Rochester/0072/2013	
HA	KR611851	No	4	1701	H3N2	01/14/2013	IRD:Human	USA	New York	12-13	A/Rochester/0073/2013	
HA	KR611837	No	4	1701	H3N2	01/15/2013	IRD:Human	USA	New York	12-13	A/Rochester/0074/2013	
HA	KR611820	No	4	1701	H3N2	01/24/2013	IRD:Human	USA	New York	12-13	A/Rochester/0085/2013	
HA	KR611827	No	4	1701	H3N2	01/24/2013	IRD:Human	USA	New York	12-13	A/Rochester/0085/2013	
HA	KR611844	No	4	1701	H3N2	01/31/2013	IRD:Human	USA	New York	12-13	A/Rochester/0087/2013	
HA	KR611841	No	4	1701	H3N2	02/13/2013	IRD:Human	USA	New York	12-13	A/Rochester/0090/2013	
HA	KR611845	No	4	1701	H3N2	02/13/2013	IRD:Human	USA	New York	12-13	A/Rochester/0090/2013	
HA	KR611847	No	4	1701	H3N2	02/19/2013	IRD:Human	USA	New York	12-13	A/Rochester/0091/2013	
HA	KR611850	No	4	1701	H3N2	02/19/2013	IRD:Human	USA	New York	12-13	A/Rochester/0091/2013	
HA	KR611839	No	4	1701	H3N2	02/21/2011	IRD:Human	USA	New York	10-11	A/Rochester/F046/2011	
HA	KR611846	No	4	1701	H3N2	02/21/2011	IRD:Human	USA	New York	10-11	A/Rochester/F047/2011	
HA	KR611828	No	4	1701	H3N2	02/21/2011	IRD:Human	USA	New York	10-11	A/Rochester/F049/2011	
HA	KR869979	No	4	1701	H3N2	01/31/2011	IRD:Human	USA	New York	10-11	A/Rochester/F075/2011	
HA	KR869978	No	4	1701	H3N2	01/28/2011	IRD:Human	USA	New York	10-11	A/Rochester/F153/2011	
HA	KR611848	No	4	1701	H3N2	02/17/2011	IRD:Human	USA	New York	10-11	A/Rochester/F192/2011	
HA	KR611822	No	4	1701	H3N2	02/17/2011	IRD:Human	USA	New York	10-11	A/Rochester/F193/2011	
HA	KR611821	No	4	1701	H3N2	03/16/2011	IRD:Human	USA	New York	10-11	A/Rochester/F292/2011	
HA	KR611830	No	4	1701	H3N2	03/16/2011	IRD:Human	USA	New York	10-11	A/Rochester/F294/2011	
HA	JN872417	No	4	1701	H3N2	01/20/2011	IRD:Human	Brazil	-N/A-	-N/A-	A/Rondonia/3410/2011	
HA	MH501185	Yes	4	1727	H3N2	05/15/2010	IRD:Ruddy Turnstone/Avian	USA	Delaware	09-10	A/ruddy turnstone/Delaware/AI10-1021/2010	
HA	MH501257	Yes	4	1740	H3N2	05/21/2008	IRD:Ruddy Turnstone/Avian	USA	Delaware	07-08	A/ruddy turnstone/Delaware/Sg-00469/2008	
HA	CY145493	Yes	4	1740	H3N2	05/21/2008	IRD:Ruddy Turnstone/Avian	USA	Delaware	07-08	A/ruddy turnstone/Delaware/Sg-00469/2008	
HA	CY145152	Yes	4	1740	H3N2	05/28/2008	IRD:Ruddy Turnstone/Avian	USA	New Jersey	07-08	A/ruddy turnstone/New Jersey/Sg-00513/2008	
HA	CY145623	Yes	4	1740	H3N2	05/28/2008	IRD:Ruddy Turnstone/Avian	USA	New Jersey	07-08	A/ruddy turnstone/New Jersey/Sg-00518/2008	
HA	CY145185	Yes	4	1740	H3N2	05/28/2008	IRD:Ruddy Turnstone/Avian	USA	New Jersey	07-08	A/ruddy turnstone/New Jersey/Sg-00519/2008	
HA	CY145193	Yes	4	1740	H3N2	05/23/2008	IRD:Ruddy Turnstone/Avian	USA	New Jersey	07-08	A/ruddy turnstone/New Jersey/Sg-00520/2008	
HA	CY145217	Yes	4	1740	H3N2	05/28/2008	IRD:Ruddy Turnstone/Avian	USA	New Jersey	07-08	A/ruddy turnstone/New Jersey/Sg-00523/2008	
HA	CY145257	Yes	4	1740	H3N2	05/28/2008	IRD:Ruddy Turnstone/Avian	USA	New Jersey	07-08	A/ruddy turnstone/New Jersey/Sg-00529/2008	
HA	CY145671	Yes	4	1740	H3N2	05/22/2008	IRD:Ruddy Turnstone/Avian	USA	New Jersey	07-08	A/ruddy turnstone/New Jersey/Sg-00555/2008	
HA	JX978734	No	4	1735	H3N2	02/14/2012	IRD:Human	Russia	-N/A-	11-12	A/Saint Petersburg/RII09/2012	
HA	JX978761	No	4	1730	H3N2	03/05/2012	IRD:Human	Russia	-N/A-	11-12	A/Saint Petersburg/RII16/2012	
HA	KC488820	No	4	1730	H3N2	03/05/2012	IRD:Human	Russia	-N/A-	11-12	A/Saint Petersburg/RII16/2012	
HA	JX978746	No	4	1735	H3N2	03/19/2012	IRD:Human	Russia	-N/A-	11-12	A/Saint Petersburg/RII23/2012	
HA	KC488815	No	4	1736	H3N2	02/23/2012	IRD:Human	Russia	-N/A-	11-12	A/Saint Petersburg/RII25/2012	
HA	JX978764	No	4	1729	H3N2	03/19/2012	IRD:Human	Russia	-N/A-	11-12	A/Saint Petersburg/RII31/2012	
HA	JX978767	No	4	1730	H3N2	04/20/2012	IRD:Human	Russia	-N/A-	11-12	A/Saint Petersburg/RII47/2012	
HA	KC488831	No	4	1732	H3N2	04/02/2012	IRD:Human	Russia	-N/A-	11-12	A/Saint Petersburg/RII51/2012	
HA	KC488823	No	4	1732	H3N2	04/09/2012	IRD:Human	Russia	-N/A-	11-12	A/Saint Petersburg/RII53/2012	
HA	JX978776	No	4	1734	H3N2	04/09/2012	IRD:Human	Russia	-N/A-	11-12	A/Saint Petersburg/RII60/2012	
HA	CY114548	No	4	1734	H3N2	02/06/2012	IRD:Human	Russia	-N/A-	11-12	A/Saint-Petersburg/RII03/2012	
HA	LC091035	No	4	1762	H3N2	01/07/2012	IRD:Human	Japan	-N/A-	11-12	A/Saitama/03-40/2012	
HA	CY093447	Yes	4	1731	H3N2	08/11/2010	IRD:Human	El Salvador	-N/A-	-N/A-	A/San Salvador/WRAIR3537T/2010(H3N2)	
HA	KT889202	Yes	4	1701	H3N2	11/02/2011	IRD:Human	USA	Unknown	11-12	A/San_Diego/BRD11439/2011	
HA	KT889207	Yes	4	1701	H3N2	12/15/2011	IRD:Human	USA	Unknown	11-12	A/San_Diego/FDX11070/2011	
HA	CY170447	Yes	4	1737	H3N2	01/02/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03001/2013	
HA	CY170455	Yes	4	1737	H3N2	01/23/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03002/2013	
HA	CY170463	Yes	4	1737	H3N2	01/07/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03003/2013	
HA	CY170471	Yes	4	1737	H3N2	01/30/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03004/2013	
HA	CY170479	Yes	4	1737	H3N2	01/22/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03005/2013	
HA	CY170487	Yes	4	1737	H3N2	01/15/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03006/2013	
HA	CY170495	Yes	4	1737	H3N2	01/29/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03007/2013	
HA	CY170503	Yes	4	1737	H3N2	01/23/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03008/2013	
HA	CY170511	Yes	4	1737	H3N2	01/23/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03009/2013	
HA	CY170519	Yes	4	1737	H3N2	01/13/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03010/2013	
HA	CY170527	Yes	4	1737	H3N2	01/08/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03011/2013	
HA	CY170535	Yes	4	1737	H3N2	01/21/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03012/2013	
HA	CY170543	Yes	4	1737	H3N2	01/02/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03013/2013	
HA	CY170551	Yes	4	1737	H3N2	01/09/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03014/2013	
HA	CY170559	Yes	4	1737	H3N2	01/23/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03015/2013	
HA	CY170567	Yes	4	1737	H3N2	01/17/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03016/2013	
HA	CY170575	Yes	4	1737	H3N2	01/09/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03017/2013	
HA	CY170583	Yes	4	1737	H3N2	01/16/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03018/2013	
HA	CY170591	Yes	4	1737	H3N2	01/16/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03019/2013	
HA	CY170599	Yes	4	1737	H3N2	01/20/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03020/2013	
HA	CY170607	Yes	4	1737	H3N2	01/02/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03021/2013	
HA	CY170615	Yes	4	1737	H3N2	01/29/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03022/2013	
HA	CY170623	Yes	4	1737	H3N2	01/29/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03023/2013	
HA	CY170631	Yes	4	1737	H3N2	01/22/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03024/2013	
HA	CY170639	Yes	4	1737	H3N2	01/08/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03025/2013	
HA	CY170647	Yes	4	1737	H3N2	01/07/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03026/2013	
HA	CY170655	Yes	4	1737	H3N2	01/09/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03027/2013	
HA	CY170663	Yes	4	1737	H3N2	01/25/2013	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03028/2013	
HA	CY167852	No	4	1732	H3N2	12/03/2012	IRD:Human	USA	California	12-13	A/Santa Clara/YGA_03029/2012	
